user_id,item_id,rating,timestamp
276,271,4,880913800
19,201,3,885412839
476,781,4,883365135
862,483,5,879304326
658,182,5,875147448
577,465,4,880474851
730,301,1,880310202
13,72,4,882141727
391,132,4,877398951
625,192,2,892000438
269,778,3,891448547
747,48,5,888639890
642,1054,3,885606482
640,751,4,886353742
430,656,4,877226365
215,272,3,891434619
15,696,2,879456262
286,298,4,875807004
144,48,5,888105197
447,222,3,878854340
311,276,4,884963282
363,39,4,891495339
896,310,4,887157208
2,295,4,888551164
222,229,3,878184315
276,1228,1,874977422
854,484,3,882814368
896,235,1,887161198
269,505,3,891449551
588,68,5,890026705
409,965,2,881108777
909,682,3,891920763
397,243,1,875063613
298,430,5,884182657
357,1034,2,878952222
521,186,4,884478358
222,826,2,883816093
290,89,3,880473971
221,737,4,875393346
262,82,3,879794918
343,135,5,876404568
334,1525,4,893074672
528,523,4,886101846
862,82,4,879305237
462,895,4,886365297
627,228,4,879531301
693,449,2,875483407
747,404,5,888640648
4,357,4,892003525
577,241,5,880474766
92,631,4,875658112
506,161,4,885135881
524,702,4,884636262
795,568,3,883251659
435,31,5,884131157
286,746,4,877533058
40,243,2,889041694
532,302,5,875441085
631,332,3,888465180
286,258,4,877530390
745,204,3,880123335
109,1135,4,880582976
659,4,3,891383917
397,853,4,885350045
343,144,4,876405004
418,327,1,891282836
182,15,4,885612967
158,175,4,880135044
167,83,5,892738384
486,333,2,879873973
936,919,5,886832808
279,1224,3,878082804
747,655,3,888639685
265,258,4,875320024
837,1047,1,875722267
261,597,4,890456142
453,790,4,877561800
450,194,5,882373786
764,432,5,876245421
804,237,4,879443709
339,56,5,891032221
201,642,4,884111485
552,284,3,879222071
250,240,4,878092171
303,147,4,879467816
653,686,2,878854247
472,28,5,892791063
89,25,5,879441637
275,227,3,876198296
65,378,5,879217032
235,524,5,889655204
299,513,4,877881228
763,176,4,878919116
796,99,3,893218764
666,209,4,880139205
428,316,4,892572382
524,221,4,884323464
389,527,3,880086868
233,647,5,877661364
470,294,3,879178237
618,131,4,891307343
13,303,4,881514876
151,435,4,879524131
897,435,3,879991069
489,948,2,891447960
724,272,5,883756996
104,340,3,888441878
639,1005,2,891239813
439,288,3,882892424
528,194,5,886101956
244,708,4,880607231
346,673,3,874951782
256,387,4,882165328
378,623,3,880333168
168,763,2,884288033
334,121,3,891545067
502,683,3,883702867
144,297,4,888104150
890,271,3,882404055
239,135,5,889178762
592,79,4,882955583
416,303,4,876696643
626,328,1,878771505
11,79,4,891905783
450,457,2,882466909
257,221,3,882050202
496,173,5,876065349
6,473,2,883600111
181,289,4,878961332
276,1010,3,874786784
39,272,2,891400094
683,513,5,893286208
334,514,4,891545926
213,70,3,878955766
754,459,4,879451805
878,496,5,880867387
825,591,4,880755943
238,1190,3,883576603
493,117,5,884130416
749,742,4,878849375
7,182,4,891350965
437,318,4,880140466
657,269,5,884238002
169,213,5,891359354
692,1028,3,876953823
619,350,3,885953641
642,1133,3,886569295
26,979,3,891383899
416,107,5,893212929
721,282,4,877145657
285,286,3,890595584
710,751,3,882860806
327,183,3,887744065
483,229,3,878953485
118,184,5,875385057
387,806,1,886483824
345,289,3,884901497
583,265,4,879384522
130,188,4,876251895
409,357,5,881107410
181,988,2,878961847
711,111,2,876185574
198,527,4,884208061
477,49,5,875941155
737,127,5,884315175
532,357,5,892519935
3,355,3,889237247
880,28,5,880175690
77,209,4,884752562
308,629,4,887738894
94,381,4,886008764
500,1012,4,883865021
666,127,5,880139180
429,1296,2,882387392
380,197,3,885478886
217,231,5,889069974
925,217,2,884718100
487,403,4,884050247
82,412,1,884714513
601,198,4,876350104
450,315,4,884098435
181,1393,1,878961709
414,895,4,884999170
875,174,5,876465025
239,497,4,889180578
68,713,2,876974073
343,169,5,876405172
207,832,3,877878424
805,1232,3,881703472
56,862,3,892910292
297,57,5,875239383
450,322,4,882370316
403,291,4,879790319
795,135,3,881530126
299,475,4,877877600
71,282,3,885016990
196,580,2,881252056
5,2,3,875636053
354,527,4,891217394
472,866,5,875978600
620,98,4,889987560
721,196,5,877139147
119,349,3,887038665
321,197,5,879439812
551,265,4,892776336
293,471,3,888904884
321,484,5,879440244
364,262,3,875931432
682,58,3,888517627
276,1172,4,882659550
96,156,4,884402860
479,1444,1,879462121
795,204,3,880570209
535,152,4,879618385
452,98,5,875263330
38,84,5,892430937
162,230,2,877636860
843,211,2,879446255
222,200,3,878181647
71,52,4,877319567
334,955,1,891547563
64,4,3,889739138
500,250,4,883865195
567,234,3,882426762
21,977,2,874951416
151,83,5,879524611
188,498,5,875073828
536,713,4,882318741
897,679,5,879991630
13,786,3,886303088
506,183,5,874874308
21,769,1,874951916
179,315,5,892151202
417,765,3,879649632
479,173,5,879460984
303,72,3,879485111
357,245,4,878951101
429,529,4,882385243
907,275,5,880158692
931,750,5,891037521
804,504,3,879444444
98,116,5,880499053
804,68,3,879445975
3,320,5,889237482
10,530,4,877892210
601,98,3,876348526
271,549,4,885849231
682,1132,3,888521907
618,939,2,891308791
405,728,4,885547690
659,496,5,891385258
738,164,5,892844112
514,173,5,875462826
709,229,2,879848645
269,414,3,891449624
638,187,2,876694704
167,949,1,892738341
11,734,3,891905349
344,684,3,884901249
910,289,3,881420491
854,469,5,882814571
198,15,3,884205185
350,604,5,882346086
497,25,4,879309780
291,288,5,874805453
130,63,4,876252521
181,929,1,878963122
486,108,4,879874810
313,142,3,891030261
537,670,2,886031342
352,100,4,884290428
184,657,4,889908497
495,843,3,888637385
422,273,5,875129791
222,53,5,878184113
639,702,2,891240868
222,249,1,883815768
329,534,3,891656639
330,729,5,876545721
450,650,4,882376446
203,815,4,880434882
405,195,5,885544881
393,420,3,889728074
453,202,4,877553999
292,1014,3,881104424
8,651,5,879362123
931,14,4,891036648
291,411,4,874834220
554,28,4,876232758
244,652,5,880606533
373,153,5,877100354
851,363,4,875730629
526,300,2,885682031
798,1035,4,875638717
250,196,4,878091818
92,230,3,875656055
292,320,5,881105373
36,873,3,882157386
851,866,3,875730895
892,739,4,886609469
864,86,4,888890547
40,896,4,889041402
271,657,4,885848559
181,332,2,878961173
524,281,2,884323464
553,506,4,879948655
338,189,4,879438449
721,331,3,877137285
829,319,4,892312728
174,126,5,886433166
514,114,5,875462466
854,19,3,882812826
347,820,2,881653340
660,485,3,891200491
82,473,2,878768765
663,864,3,889492917
336,796,3,877758035
752,307,5,891208451
717,312,5,884642133
548,288,3,891042794
452,1109,2,875273609
244,126,4,880604302
515,292,3,887659805
43,189,5,875981220
16,109,4,877719333
541,659,5,883865555
85,451,4,882995934
46,690,5,883611274
179,340,4,892151064
311,448,5,884365718
49,476,1,888069222
569,508,3,879793785
325,319,3,891477638
545,71,5,879901459
407,648,3,875552647
472,208,5,875981317
762,256,3,878719448
537,459,3,886030381
861,20,4,881274857
311,178,5,884364437
719,357,4,879360583
197,586,3,891410170
541,699,4,883864985
42,755,4,881108425
903,721,4,891380524
755,269,5,882569604
178,144,4,882825768
73,173,5,888625292
777,692,5,875980670
682,205,3,888518164
536,136,4,882359780
303,586,2,879485659
459,1013,3,879563226
548,603,5,891044356
12,174,5,879958969
139,458,4,879538578
485,307,3,891040967
303,697,3,879484948
321,526,3,879440245
465,198,2,883532119
833,179,5,875124181
292,264,3,877628138
160,693,5,876770193
243,737,3,879988557
786,265,4,882842946
807,998,3,893081656
595,930,2,886921870
694,648,5,875728639
184,410,3,889908181
279,625,3,878261977
540,591,3,882157036
378,323,3,890572396
463,813,4,877385125
405,1193,1,885549506
328,449,3,885049607
591,856,4,891040366
507,147,5,889965997
566,56,4,881649828
307,91,4,879283514
933,597,1,874939230
548,252,3,891043977
638,96,4,876694917
29,294,4,882820730
409,475,4,881107750
206,1431,1,888180018
503,54,2,879454950
218,33,4,881288386
85,622,3,882995833
378,707,3,880046475
60,524,4,883325994
524,134,5,884634848
798,690,4,877117972
535,70,4,879618849
143,322,4,888407708
6,318,4,883600985
64,419,2,889740310
185,1020,4,883524172
892,191,5,886607879
846,747,3,883948417
416,833,3,888700719
645,194,4,892053644
812,261,1,877625461
748,250,5,879454383
868,64,5,877103548
568,185,4,877907834
537,493,4,886030707
653,737,1,880151839
183,54,2,891467546
453,721,4,888205696
537,325,1,886029153
588,210,4,890015500
843,582,2,879445658
82,175,4,878769598
588,1411,1,890032421
682,346,2,888518320
530,98,4,883784195
574,268,5,891279174
634,477,3,876171093
899,174,5,884121125
823,155,3,878439211
782,750,4,891497793
854,282,2,882812960
615,1128,1,879448715
23,961,5,874785165
453,509,4,877553850
141,1040,3,884585547
456,789,3,881374522
449,61,5,880410700
81,283,4,876533504
406,216,3,880131741
216,25,3,881428365
464,321,4,878354680
646,1237,3,888529127
527,318,3,879456104
436,447,1,887769444
59,1028,1,888203900
11,744,4,891903005
16,202,5,877724726
223,258,1,891548802
804,479,4,879441542
378,722,3,880334017
360,83,4,880355845
886,1073,4,876031805
698,707,2,886366814
664,522,3,876525998
178,1157,3,882827375
614,1142,3,879463965
798,755,3,875638627
346,38,3,874950993
603,180,4,891956946
913,919,4,880758150
119,82,2,874781352
311,562,3,884365746
916,17,4,880845135
216,234,4,880244870
458,1109,4,886397318
374,7,1,880393268
916,72,3,880845808
578,272,2,888957735
160,508,5,876768025
793,288,4,875103584
327,1019,3,887746665
399,102,3,882344236
807,510,5,892529401
83,70,4,880308256
416,775,4,893142245
676,169,5,892686524
833,1118,3,875133924
199,475,5,883782918
498,210,2,881957054
108,237,3,879879796
217,144,4,889069782
664,202,4,878094973
340,186,4,884991082
334,286,4,891544049
222,167,3,878183588
6,367,2,883602690
90,1137,2,891384516
887,243,1,881378370
302,328,3,879436844
877,732,4,882677898
798,173,5,875656071
188,930,4,875074720
416,153,4,886317272
387,463,4,886483526
912,653,3,875965906
297,1,3,874954425
355,324,4,879486422
882,420,5,879879807
21,990,2,874951039
532,205,5,887788806
43,1035,4,883955745
844,144,3,877387825
159,72,3,884026946
514,1035,3,875463595
453,1032,1,877561911
318,722,4,884497546
297,202,3,875238638
251,64,5,886271640
137,118,5,881433179
43,175,2,875981304
653,174,5,878854051
457,50,5,882393620
755,872,1,882569844
492,291,4,879969692
871,690,3,888192315
49,594,3,888068245
394,63,4,881059464
246,651,4,884921638
20,194,3,879669152
399,164,2,882344553
429,761,2,882386711
796,1228,4,893048713
786,125,4,882841745
59,525,3,888204758
219,132,5,889403668
87,871,4,879876734
727,1188,2,883712632
495,1207,5,888637300
200,930,3,876042790
10,175,3,877888677
833,641,4,875038626
373,1188,3,877106597
805,642,4,881695830
863,1022,2,889289569
258,326,5,885701024
234,301,3,892826947
533,412,1,879366159
862,176,5,879304672
249,748,3,879571586
279,550,4,880850073
632,651,5,879459738
109,183,5,880572528
939,409,4,880261532
848,528,3,887037980
833,1016,1,875133458
942,584,4,891283239
637,237,2,882903511
13,180,5,882141248
805,93,5,881704016
474,315,5,887914615
345,972,4,884993464
62,433,5,879375588
402,181,4,876266860
13,787,3,882141582
416,194,5,893214041
622,396,1,882671222
686,11,4,879546083
477,1051,5,875941763
554,7,3,876549087
497,372,4,879362875
201,71,3,884111270
835,157,4,891033526
128,451,4,879967879
707,153,3,886286844
451,874,4,879012684
119,70,3,874781829
379,705,4,888646088
276,17,4,874791894
621,80,4,874963126
246,202,3,884922272
846,47,5,883948803
90,316,5,891382658
805,145,2,881695445
357,407,3,878952341
622,558,2,882592523
442,77,3,883391325
506,715,2,874876486
806,56,5,882387999
766,192,4,891309391
875,258,4,876464694
350,589,5,882346986
655,144,3,887429594
325,127,5,891478480
268,582,5,875309344
387,511,3,886483049
293,1226,3,888905198
595,986,2,886921945
326,484,5,879874933
883,47,3,891694182
62,8,5,879373820
562,204,1,879196288
122,427,3,879270165
268,25,3,875742556
222,411,3,878185137
10,664,4,877886911
894,1073,4,882404397
264,558,5,886122447
269,237,2,891446368
774,68,3,888557329
308,569,3,887740410
938,25,4,891356532
933,100,5,874853927
871,289,3,888192475
446,301,3,879786838
92,179,5,875653077
864,1228,3,888892375
405,1549,1,885548671
406,543,4,884631010
896,219,3,887160500
243,632,5,879988487
650,431,3,891369620
219,269,5,889386655
495,135,3,888633011
682,1035,3,888523227
318,451,4,884497546
826,720,3,885690819
406,173,2,879446684
653,436,1,880151673
903,1142,5,891466376
332,566,4,888360342
42,216,5,881108147
645,434,4,892055389
665,343,3,884292654
125,172,5,879454448
525,181,4,881085740
71,222,3,877319375
844,210,4,877386928
405,29,4,885545639
58,462,4,884304865
130,255,4,874953794
267,50,5,878974783
598,260,3,886711034
625,95,3,891953755
52,22,5,882922833
346,50,5,874947609
889,655,4,880178224
250,1073,5,878090114
6,432,4,883601713
437,100,4,880140051
94,142,3,891721749
332,562,5,888098328
500,1008,4,883865786
188,628,5,875074200
192,301,4,881366490
933,161,2,874939105
225,286,4,879539027
335,333,4,891566952
82,140,3,878769668
504,972,3,887910552
887,699,1,881379566
326,174,4,879874825
698,204,2,886366770
727,520,4,883710288
407,217,4,875044400
145,182,5,885622510
407,239,4,875553509
504,454,5,887838008
351,326,5,879481589
641,483,5,879370259
739,168,1,886958831
873,294,4,891392303
503,19,5,879438319
296,628,5,884196640
705,142,2,883427932
407,474,3,875042378
881,601,5,876539186
780,485,4,891363826
591,116,4,891039616
805,50,4,879971214
405,622,1,885548877
59,506,5,888205787
935,471,4,884472352
582,7,5,882961082
911,514,3,892839454
682,367,3,888521783
603,1483,5,891956283
535,45,3,879618655
711,420,5,879995302
374,554,2,880938370
486,124,5,879874545
354,958,4,891218271
284,306,4,885329146
271,65,3,885849419
437,428,5,881001983
836,185,5,885754118
579,748,3,880951569
392,534,4,891038205
407,68,4,875045269
773,855,2,888538726
606,124,3,878143246
387,567,2,886481737
395,258,4,883762309
465,423,3,883531533
213,357,5,878955848
712,172,5,874729901
693,282,4,875482626
840,480,5,891208647
119,50,5,874774718
451,876,4,879012431
290,234,3,880474451
499,657,5,885599413
554,423,4,876550182
417,367,2,879648898
201,379,3,884114813
853,873,3,879365091
798,394,4,875914484
890,739,2,882915661
880,1215,1,880167599
577,71,5,880474433
373,559,3,877106305
354,211,2,891306946
874,111,3,888632411
60,511,4,883326301
843,423,2,879448019
456,933,3,881371595
397,894,1,882838796
248,474,2,884534672
513,323,5,885062636
655,610,4,887432283
504,462,4,887838740
343,508,5,876403514
653,232,2,880152426
762,116,1,878719186
381,281,2,892696616
852,274,3,891036369
150,276,5,878746982
566,496,5,881649428
421,129,5,892241459
463,751,4,889943769
1,138,1,878543006
846,702,4,883949380
562,1,2,879194894
92,155,2,875654888
774,563,1,888557883
6,178,4,883600785
903,871,3,891031833
506,5,4,874874947
363,37,2,891498510
308,42,4,887738191
815,217,3,878696681
561,432,5,885807776
578,1016,4,888957666
620,406,4,889987073
810,876,3,886614969
62,125,4,879372347
354,498,4,891217610
352,234,4,884290549
338,607,4,879438225
823,91,3,878439365
28,11,4,881956144
583,483,5,879384338
94,183,5,891720921
847,410,1,878938855
110,1247,2,886988413
378,629,5,880056318
804,401,2,879445798
667,192,5,891034947
407,229,3,876338691
493,172,5,884131597
442,182,4,883390284
271,520,5,885848615
705,623,5,883427778
638,472,3,876695307
875,514,5,876465112
95,554,3,879196748
543,210,3,875721967
707,458,3,880060724
411,228,3,891035309
249,930,2,879640585
593,173,5,877728878
657,302,2,884237291
144,327,3,888103444
371,431,5,880435601
618,124,1,891308542
767,141,4,891462870
164,823,4,889402225
498,186,4,881960591
514,237,4,875462611
293,161,2,888907081
413,307,2,879968794
405,239,3,885546112
141,1028,4,884585168
870,1021,2,881001249
151,25,4,879528496
75,952,5,884050393
292,602,4,881105481
457,193,5,882397666
18,627,3,880131931
487,43,3,884042206
385,53,1,879446110
312,484,5,891698174
749,477,3,878848405
904,694,3,879735551
642,940,2,886569847
291,56,5,874834701
788,754,4,880867477
201,1424,3,884113114
201,157,4,884113453
407,1263,2,876344668
141,286,4,884584247
533,303,4,893160944
751,736,5,889134533
650,648,3,891384201
417,111,3,879647768
399,180,3,882345001
682,405,2,888522456
56,183,5,892676314
871,904,3,888192858
500,238,4,883873839
921,254,3,879380908
757,771,2,888467160
416,624,3,886317237
881,141,3,876538889
6,501,5,883602730
878,194,4,880869911
754,359,3,879451299
279,663,3,875310394
378,125,2,880044609
787,319,3,888979721
783,330,1,884326755
327,517,2,887818991
6,100,5,883599176
167,1308,1,892738307
92,961,4,875811128
833,168,5,875038775
811,304,5,886377311
405,639,1,885549635
514,156,4,875311225
334,1312,4,891628832
194,570,3,879529356
682,518,4,888517324
889,789,2,880179508
860,712,3,885991316
883,863,3,891693497
497,248,4,879309673
774,265,3,888557237
11,51,4,891906439
537,417,2,886031831
120,9,4,889489886
796,1,2,892660251
890,98,4,882403446
89,83,4,879459884
16,234,5,877720185
373,209,4,877098437
276,796,1,874791932
249,135,5,879572668
817,1,4,874815835
284,310,3,885328991
664,481,5,878091912
655,638,4,890497592
517,538,4,892607155
650,658,3,891387571
730,815,3,880310490
121,124,5,891388063
59,448,4,888205787
200,720,4,884130114
57,477,4,883697655
135,173,4,879857723
95,132,3,880570993
887,845,4,881378087
640,55,5,874777765
405,1468,1,885546287
104,327,2,888442202
320,774,4,884751552
922,62,3,891450768
91,510,3,891439090
406,501,5,879793081
840,190,5,891211236
119,995,4,891287008
711,404,3,879993579
928,8,5,880936905
870,1134,4,879376967
498,203,5,881961547
493,879,4,884129823
409,12,4,881107056
332,56,5,888098256
343,22,4,876406181
387,96,4,886480447
411,265,5,892845604
343,531,5,876404539
216,1010,3,880232685
23,213,3,874785675
452,70,5,888492838
122,180,5,879270327
331,238,4,877196383
429,531,5,882385729
501,111,3,883348474
162,1047,5,877635896
586,222,3,884057387
496,825,3,876065015
222,51,3,881059816
5,410,1,879198183
137,250,5,881433015
731,1503,5,886184578
515,342,3,887659423
682,168,5,888521381
287,201,5,875334962
485,311,3,891040423
62,665,2,879376483
456,1129,4,881371548
291,156,5,874834768
486,306,1,879874063
273,896,4,891292873
869,25,2,884491767
334,227,1,891547083
217,679,5,889069878
49,47,5,888068715
559,182,4,891035111
530,1226,4,891568366
324,846,5,880575715
676,902,4,892685740
599,274,5,880952144
334,443,3,891547128
13,881,2,881514876
630,71,3,885667854
606,3,5,880922084
210,114,4,887736175
181,1259,1,878962496
378,807,3,880334199
699,1336,3,884152976
151,919,5,879524368
542,523,4,886532788
690,9,3,881178232
85,1009,2,879453093
303,325,1,879466249
328,188,5,885046498
545,739,4,884134780
756,755,3,874830598
694,153,4,875728508
659,794,3,891386910
11,727,3,891904335
18,179,4,880129877
456,133,3,881373084
13,394,2,882399615
147,292,5,885594040
479,604,3,879461084
724,909,1,883758208
597,713,2,875340010
412,117,4,879717177
884,86,3,876859208
450,1271,2,882468686
407,514,4,875042675
648,187,3,884882664
184,640,4,889909551
336,56,4,877757601
394,158,3,881059315
65,185,4,879218449
158,129,5,880132383
49,91,5,888066979
900,508,3,877832764
668,257,3,881605269
244,265,4,880606634
276,993,3,874787065
215,205,3,891435161
854,945,3,882813761
383,663,5,891192778
5,406,1,875635807
213,193,4,878955442
378,207,4,880055002
197,1228,4,891410124
618,56,4,891307175
58,13,3,884304503
13,879,2,881515697
880,1014,4,892959041
798,2,4,875743787
663,948,4,889492258
455,42,2,879110767
125,1204,3,879454419
504,612,4,887838677
320,123,4,884748750
593,619,3,877727927
596,13,2,883539402
221,128,3,875246209
414,325,3,884999193
487,462,2,883445859
848,490,5,887043514
911,163,4,892839846
690,655,4,881177272
77,238,5,884733965
471,140,5,889827918
244,158,3,880608904
459,249,2,879562860
303,373,2,879544276
472,260,4,875977827
823,1118,3,878437836
399,928,2,882341586
291,410,5,874834481
858,515,4,880932911
654,11,4,887864452
495,433,4,888634315
202,179,1,879727294
326,780,2,879877326
52,527,5,882922927
328,226,3,885048235
924,896,4,884337242
621,257,5,880738699
177,87,4,880130931
122,553,3,879270741
465,584,3,883531325
534,121,4,877808002
730,340,3,880309892
151,657,5,879524760
92,7,4,876175754
43,486,4,883955969
458,298,5,886396677
560,498,4,879975718
109,1245,2,880571872
118,919,5,875385386
836,289,1,885753691
379,616,2,890464337
349,1128,3,879466062
43,628,3,875975580
259,176,4,874725386
325,474,5,891478392
710,327,3,882063407
276,582,3,874787407
493,925,3,884130668
258,877,3,885701044
709,82,4,879848645
591,300,3,891030956
514,748,2,875463906
707,499,4,886287450
87,728,4,879876768
322,479,5,887313892
637,15,4,882903447
634,117,4,875729535
389,923,5,880087151
308,806,4,887737594
897,211,5,879991186
207,864,3,877750738
110,28,4,886987979
886,80,3,876034228
315,428,4,879821120
830,431,3,891561737
320,54,4,884751209
297,191,3,875238923
457,52,4,882398055
303,68,4,879467361
7,669,1,892132020
730,1012,5,880310426
708,278,4,877325956
913,483,3,880757975
313,182,4,891013773
567,199,4,882425820
814,441,2,885411347
104,546,1,888465491
816,355,2,891711472
916,652,4,880844291
316,98,5,880853743
405,402,3,885546445
6,7,2,883599102
62,241,1,879375562
691,170,5,875543395
386,7,3,877655028
603,12,5,891955991
17,471,2,885272779
707,443,3,886287191
89,936,5,879461219
820,258,3,887954853
345,443,5,884993464
930,245,3,879534165
64,210,3,889737654
12,127,4,879959488
537,718,4,886029771
267,480,4,878971438
381,1098,4,892696045
94,4,4,891721168
236,57,5,890116575
383,238,5,891192836
419,615,5,879435785
871,905,3,888192744
763,609,4,878918712
313,199,4,891013938
837,934,2,875722483
704,98,5,891397305
463,137,2,877385237
894,324,3,879896168
828,86,3,891037047
30,135,5,885941156
103,527,5,880416238
916,174,5,880844569
524,367,5,884636453
276,175,5,874787376
795,739,1,883774317
450,91,4,887660763
26,116,2,891352941
498,174,3,881956953
575,98,4,878146853
189,30,4,893266205
639,204,3,891240751
194,89,3,879521328
246,172,5,884922042
65,526,4,879216734
304,294,4,884968415
934,170,4,891190744
453,496,4,888203066
136,204,4,882848866
398,700,2,875736199
242,306,5,879741340
267,12,5,878971659
522,134,5,876961020
254,400,3,886475790
308,582,3,887736843
323,933,3,878739393
342,149,5,874984788
399,665,3,882345408
798,432,4,876176259
121,631,4,891387992
496,53,3,876070655
899,282,5,884120007
336,619,3,877759833
207,73,3,876079087
711,402,4,879993674
180,201,2,877127189
393,866,3,889728074
398,796,3,875732862
660,755,2,891201026
566,462,4,881650090
347,831,1,881653340
780,427,3,891363904
704,347,4,891397015
237,100,5,879376381
374,118,5,880393864
37,472,2,880915711
730,125,4,880310521
666,286,5,880138999
312,186,3,891699491
534,475,4,877807747
874,127,5,888633310
328,1248,3,885047417
409,1093,2,881106087
435,404,2,884132266
497,399,4,879310883
498,56,3,881957353
169,429,3,891359250
896,665,1,887235690
50,547,4,877052297
160,603,4,876861754
758,25,4,881977669
608,886,1,880402564
222,755,4,878183481
537,529,3,886031375
330,97,5,876547220
94,185,5,885873684
457,1012,4,882393765
286,1079,3,876522240
